"Geneid","SRR1166442","SRR1166443","SRR1166444"
"YAL068C",8.43790995425237,11.1595834479225,10.8984553552894
"YAL067W-A",0.363082185086962,0.329022806334948,0.564276036795046
"YAL067C",55.5291618377443,53.182788516677,40.9717600454046
"YAL065C",3.42254214779648,3.55378638366946,2.8257544168186
"YAL064W-B",3.33158876394756,4.06917444475138,3.2923507343711
"YAL064C-A",10.1396179772317,10.1729361118784,8.27308646072738
"YAL064W",0.774575328185519,0.965133565249181,0.902841658872074
"YAL063C-A",5.02575615646145,5.75733377957923,7.29486752722668
"YAL063C",2.30125861628814,2.28699450268797,2.06645305991837
"YAL062W",145.984406592563,140.279615817659,139.259136932273
"YAL061W",63.880459594391,58.4862964230547,58.7873034697385
"YAL060W",141.813771125611,132.058128417646,127.563216955158
"YAL059W",54.5839233618058,58.6989044165635,56.0222786389899
"YAL058W",31.5441182669985,32.098148022651,33.3360371956294
"YAL056W",60.5444695195862,62.7366694624802,59.8612970203199
"YAL055W",59.457215281644,56.4125658743714,52.3623221768486
"YAL054C",19.671528358409,18.1297403296458,18.649560106848
"YAL053W",62.6502015287809,66.4161631842075,72.6008776882055
"YAL051W",20.3095055337575,21.1323897356325,21.2378854917403
"YAL049C",40.7024439282102,38.2341373925637,43.0586021923605
"YAL048C",22.3917109861775,21.8501580910863,22.7038123039889
"YAL047C",18.4699849274093,18.3562686260876,18.5341581716485
"YAL046C",87.9614902627484,86.1542071041763,92.1666666150027
"YAL044W-A",156.947453604077,150.560045733692,154.057525180846
"YAL044C",1182.89486403665,1097.32761721664,1105.29136140665
"YAL043C",43.5446096750859,46.1937973596364,45.926756872633
"YAL042W",222.655495104771,225.91317527918,229.682049900076
"YAL041W",45.581606465584,46.3361599558521,45.5057275006494
"YAL040C",28.5757969880835,33.3983632124094,37.552036080345
"YAL039C",103.529523205463,109.129959444379,119.879399061484
"YAL038W",3966.50304720739,3933.83607646954,4337.84556482427
"YAL037C-A",18.3961640444061,18.5526408217255,22.1341826046057
"YAL037W",29.3103061453783,29.3288637865834,31.2436272761257
"YAL036C",63.2927481852134,70.9847437566378,73.0203693020184
"YAL035W",100.766226580226,105.624084415855,98.5862810168031
"YAL034W-A",24.6127987904468,24.1722088387408,23.032191198424
"YAL034C",49.4119188825593,51.984543746151,46.5882106610905
"YAL033W",40.2812557524064,38.4187702906662,42.8233624475781
"YAL032C",45.0706019087949,45.8219094955804,48.6123805698932
"YAL031C",41.6149755616887,40.2085181236203,40.5603988025307
"YAL030W",232.758245070324,231.126438691876,227.508446835264
