"Geneid","SRR1166442","SRR1166443","SRR1166444","SRR1166445","SRR1166446","SRR1166447"
"Q0020",0.100403563614102,0.212298523917759,0.136534953718146,0.509261669610611,0.548239251113338,0.33272649932973
"Q0045",0.0343853533540301,0.0467396883765534,0.0400794194359098,0.27614533351627,0.176021519681833,0.1329408785657
"Q0050",0.110156670924587,0.0998232865527187,0.0770388840654315,0.214180165705496,0.281950637813715,0.194691859798527
"Q0055",0.0860639253539466,0.0584929433484352,0.0626973374216718,0.327396683504054,0.363468997658803,0.344624516448928
"Q0060",0.0221107740918342,0.0400732905151539,0.0257722228343891,0.0560745521626534,0.0226373829398511,0
"Q0065",0,0.0299290643703843,0,0.0558396497897399,0.0338138287360074,0
"Q0070",0,0,0.0339817581588142,0.0246455506599724,0.0149241700522632,0.0161021892761262
"Q0075",0,0.0234795617666254,0.030200689293256,0,0.0265271867689523,0
"Q0080",0,0,0,0,0,0
"Q0085",0,0.0641172648242463,0.0412355565350226,0.149532139100409,0.0362198127037618,0.0781575494864279
"Q0105",0.238292280367954,0.194345077317016,0.138876226672356,0.624471005776838,1.43940913698369,0.631739778232267
"Q0110",0.0216935896750072,0.0196585953470566,0.0505719089580466,0.0733553889926536,0.088841050028095,0.167743797246815
"Q0115",0,0.0160912054578224,0,0,0.0545394863106838,0
"Q0120",0.24470640747645,0.195663014721878,0.184559767903231,0.608424979125296,0.840027581016823,0.842731636872439
"Q0130",0.238911221355923,0,0.139236944144232,0.807861946308704,0.48920266508977,1.45149734760509
"Q0140",0,0,0.0268702874664308,0.0389757956552445,0.0472037659297146,0
"Q0158",0.45209019647964,0.538655055516802,0.429370236736037,2.35676443021482,2.65714524022136,2.1362905440632
"Q0160",0,0.0706376646368815,0.136287008886939,0,0.119709550461586,0.172211549715858
"Q0250",0.146001301939731,0.0661527335488255,0.0425446218218487,0.21599086758948,0.261587536193835,0.282235595367656
"Q0255",0.0388925244067782,0,0.0226664792792936,0.016439051233026,0.0199094107885371,0.0214809332626546
"Q0275",0.238468793168227,0.277841480905067,0.0397083137003922,0.259189041107376,0.17439169079589,0.15052565086275
"Q0285",0.228523776949144,0.0517717045164722,0.0665915819820241,0.434664851546531,0.409441360999046,0.694194383637217
"tA(UGC)Q",0,0,0,0,0,0
"tC(GCA)Q",0,0,0,0,0,0
"tD(GUC)Q",0,0,0,0,0,0
"tE(UUC)Q",0,0,0,0,0,0
"tF(GAA)Q",0,0,0,0,0,0
"tG(UCC)Q",0,0,0,0,0,0
"tH(GUG)Q",0,0,0,0,0,0.406419257329425
"tI(GAU)Q",0,0,0,0,0,0
"tK(UUU)Q",0,0,0,0,0,0
"tL(UAA)Q",0,0,0,0,0,0
"tM(CAU)Q1",0.363082185086962,0,0.423207027596285,0,0,0
"tM(CAU)Q2",0,0,0,0,0.362198127037618,0
"tN(GUU)Q",0,0,0,0,0,0
"tP(UGG)Q",0,0,0,0,0,0
"tQ(UUG)Q",0,0,0,0,0,0
"tR(ACG)Q2",0,0,0,0,0,0
"tR(UCU)Q1",0,0,0,0,0,0
"tS(GCU)Q1",0,0,0,0,0,0
"tS(UGA)Q2",0,0,0,0,0,0
"tT(UAG)Q2",0,0,0,0,0,0
"tT(UGU)Q1",0,0,0,0,0,0
"tV(UAC)Q",0,0,0,0,0,0
"tW(UCA)Q",0,0,0,0,0,0
"tY(GUA)Q",0,0,0,0,0,0
"YAL001C",34.1937312728926,33.7932777938024,34.8417366492046,32.6363875275515,32.0150699335525,32.8968559065743
"YAL002W",23.9150132577279,24.7703852035129,23.9819528485098,24.3332770357278,25.5851075400126,25.3254980351552
"YAL003W",922.341007414824,968.257427513514,960.147025275482,1486.05473264477,1454.83614259872,1509.05237286665
"YAL005C",257.274502596146,238.740585715177,238.96870766343,430.99953098482,476.525430707616,407.825607014586
"YAL007C",135.714293540561,143.12695176068,139.177639519875,124.518735165335,112.00306341366,123.713269302823
"YAL008W",154.056318492476,150.746455745327,150.151301388985,176.339719977526,197.239631310616,167.469241713633
"YAL009W",59.7167786672259,58.571121416949,59.2142591842925,52.2764358295031,52.8084869220847,50.8414859409214
"YAL010C",32.2305262761811,31.704300159147,31.490943438062,22.8862873949468,27.3173640023635,24.2288403407927
"YAL011W",24.8612696191175,26.3106118020006,24.3882627021195,31.6740601353263,30.4176995760729,30.6275215088109
"YAL012W",797.788076153611,810.354573396182,695.95806412601,102.855397958433,112.862770299489,99.135431503013
"YAL013W",88.9903107960925,89.4499014017274,92.1076391883776,70.0001929985807,68.0307999301346,69.6218210523683
"YAL014C",109.047573974165,113.860741256838,115.127740929071,94.0673976925246,87.9179359926468,90.8489921901421
"YAL015C",49.876599765396,50.2823620067945,51.033124767744,35.2043515084093,34.7257454297316,34.6218404837504
"YAL016W",107.629129574269,107.388353515855,103.9084156058,110.216471961462,115.300876094796,105.646641066018
"YAL017W",25.3099766182064,25.1040117713856,26.1750064024597,27.8537493475966,28.0085649659687,27.1719875616891
"YAL018C",14.1921326906998,11.8636607797501,10.8856809674971,20.6079139432613,30.0135589073442,20.1962943826279
"YAL019W",25.6441226696756,26.9054621349942,25.3919231787128,27.3522286666847,27.6524831546812,28.3093272441919
"YAL020C",49.7357369224512,48.4142939780686,49.1122885917126,47.4688432471203,44.0688846902836,45.5700634340928
"YAL021C",49.60159028441,50.0313597477024,51.4568570164724,50.0779208182521,51.2774002332803,51.7723815273463
